Spill Number,Program Facility Name,Street 1,Street 2,Locality,County,Real Address,BBL,X coordinate,y coordinate
1305128,3 CATCH BASIN CLOSE TO 2 UST 6000 G. PBS 2-456454,725 WEST 135TH STREET,"NEW YORK, NY 10031",MANHATTAN,New York,,,,
1802885,SOIL,547 WEST 37TH ST,,MANHATTAN,New York,,,,
1501142,BUILDING B,55 - 57 PARK TERRACE EAST,,MANHATTAN,New York,,,,
605471,APARTMENT BUILDING,55 EAST END AVE, ,MANHATTAN,New York,,,,
9007766,MOBIL S/S #17-FX9,550 HUMBOLDT STREET,,BROOKLYN,Kings,,,,
9007766,MOBIL S/S #17-FX9,550 HUMBOLDT STREET,,BROOKLYN,Kings,,,,
1801068,TRINITY CHURCH CORP,551 GREENWICH ST,,MANHATTAN,New York,,,,
1307693,A AND C PLUMBING,144 EAST 36TH ST,,NEW YORK,New York,,,,
1307668,RESIDENCE,552 WEST 141ST,,MANHATTAN,New York,,,,
1803179,WF INDUSTRIAL I LLC,554 COZINE AVE,,BROOKLYN,Kings,,,,
100120,RIVER POINT TOWERS,555 KAPPOCK ST,,RIVERDALE,Bronx,,,,
1709555,IN YARD,55-70 47TH STREET,AKA 55-70 48TH STREET,MASPETH,Queens,,,,
1706148,IN THE BASEMENT,558 MORRIS AVE,,BRONX,Bronx,,,,
1611029,BUILDING,558 WASHINGTON AVE,,NEW YORK,Kings,,,,
1511770,INDUSTRIAL SITE,5600 1ST AVE,,BROOKLYN,Kings,,,,
1802025,MAN HOLE,5605 13 AVE,,BROOKLYN,Kings,,,,
1206304,BORO KITCHEN CABINETS,56-06 COOPER AVE,,RIDGEWOOD,Queens,,,,
9810041,GERNON RESIDENCE,56-07 214TH ST,,BAYSIDE,Queens,,,,
1610105,APT BUILDING - PHASE II,561 WEST 141ST STREET,,NEW YORK,New York,,,,
1711684,CONCRETE AND DRAIN,561 WEST 143 ST,,MANHATTAN,New York,,,,
811202,DEWALT PORTER CABLE STORE,56-15 QUEENS BLVD, ,WOODSIDE,Queens,,,,
1802457,SIDEWALK,562 WEST 23RD ST,,MANHATTAN,New York,,,,
9708060,FLEET AUTO CARE CTR,56-20 GRAND AVE,,MASPETH,Queens,,,,
9708060,FLEET AUTO CARE CTR,56-20 GRAND AVE,,MASPETH,Queens,,,,
1304384,LAUREL HILL,57 AVE,,MASPETH,Queens,,,,
9909439,THROGGS NECK HOUSES -NYCHA,570 BALCOM AVENUE,,BRONX,Bronx,,,,
9404342,FORMER AMOCO SERVICE STATION #60962,5701 BROADWAY,,BRONX,Bronx,,,,
9404342,FORMER AMOCO SERVICE STATION #60962,5701 BROADWAY,,BRONX,Bronx,,,,
9404342,FORMER AMOCO SERVICE STATION #60962,5701 BROADWAY,,BRONX,Bronx,,,,
1504940,EXCAVATION SITE,571 WEST 139TH STREET,,MANHATTAN,New York,,,,
806736,1988 2ND AVE,1988 2ND AVE,IMPACTED SITE: 1986 2ND AVE,NEW YORK,New York,,,,
1802832,IN FACILITY,571 WEST 41ST ST,42ND STREET SUBSTATION,MANHATTAN,New York,,,,
1608014,CON ED SUB STATION,571 WEST 41ST STREET, ,NEW YORK,New York,,,,
1701918,INDUSTRIAL,571 WEST 41TH ST,,MANHATTAN,New York,,,,
1608899,APT COMPLEX,5715 MOSHOLU AVE,,BRONX,Bronx,,,,
1803180,WF INDUSTRIAL I LLC,578 COZINE AVE,,BROOKLYN,Kings,,,,
1502735,ROADWAY SPILL,57TH AVE/43RD ST,,QUEENS,Queens,,,,
1707889,58 GERRY ST LLC,58 GERRY ST,,BROOKLYN,Kings,33 Bartlett Street,M/2269/1,,
1301715,BOARD OF ED  TTF,580 HEGEMAN AVE,,BROOKLYN,Kings,,,,
104572,CJ'S SERVICE CENTER/GULF STATION,5801 AMBOY ROAD,,STATEN ISLAND,Richmond,,,,
9508201,FORMER GASETERIA,58-01 NORTHERN BLVD,,WOODSIDE,Queens,,,,
9508201,FORMER GASETERIA,58-01 NORTHERN BLVD,,WOODSIDE,Queens,,,,
9508201,FORMER GASETERIA,58-01 NORTHERN BLVD,,WOODSIDE,Queens,,,,
1106956,PRIVATE RESIDENCE,58-03 76TH ST,,MIDDLE VILLAGE,Queens,,,,
9208307,METROPOLITAN AMBULANCE,5811 FOSTER AVE,,BROOKLYN,Kings,,,,
9104838,MASPETH SIGN SHOP DOT -DDC,58-50 57TH ROAD,,NEW YORK CITY,Queens,,,,
9104838,MASPETH SIGN SHOP DOT -DDC,58-50 57TH ROAD,,NEW YORK CITY,Queens,,,,
1609586,PAVEMENT SOIL,58-73 53RD AVE,,WOODSIDE,Queens,,,,
9006042,QUEENS WEST 05/05A DOS -DDC,58-74 54TH STREET,,QUEENS,Queens,,,,
1704320,APT BUILDING,59 TIEMANN PLACE,,NY,New York,,,,
1800291,CONTAINMENT AREA,590 MADISON AVE,,MANHATTAN,New York,,,,
1201307,FORMER LOT/FUTURE FOSTER AVENUE HOTEL,5911 FOSTER AVENUE,,BROOKLYN,Kings,,,,
912670,MOBIL S/S NO. 17-G2J,59-12 FRESH POND ROAD,,MASPETH,Queens,,,,
912670,MOBIL S/S NO. 17-G2J,59-12 FRESH POND ROAD,,MASPETH,Queens,,,,
912670,MOBIL S/S NO. 17-G2J,59-12 FRESH POND ROAD,,MASPETH,Queens,,,,
9011751,GLENWOOD HOUSES -NYCHA,5913 GLENWOOD ROAD,,BROOKLYN,Kings,,,,
9804147,GAS STATION - GULF -MTBE,5916 FOSTER AVE,,BROOKLYN,Kings,,,,
9804147,GAS STATION - GULF -MTBE,5916 FOSTER AVE,,BROOKLYN,Kings,,,,
9804147,GAS STATION - GULF -MTBE,5916 FOSTER AVE,,BROOKLYN,Kings,,,,
612897,PROPERTY TRANSACTION,592 JOHNSON AVE, ,BROOKLYN,Kings,,,,
9507227,CITGO/ 594 BROADWAY,594 BROADWAY,,BROOKLYN,Kings,,,,
9507227,CITGO/ 594 BROADWAY,594 BROADWAY,,BROOKLYN,Kings,,,,
1704198,CHURCH RECTORY- TTF,595 MINNIEFORD AVE,,BRONX,Bronx,,,,
504880,EXCAVATION,59TH STREET AND WEST END AVE,,MANHATTAN,New York,,,,
502880,MANHOLE #,59TH STREET/WEST END AVE, ,MANHATTAN,New York,,,,
1214800,LONG ISLAND CITY RIGHT OF WAY,5TH ST & 47TH AVE,,LONG ISLAND CITY,Queens,,,,
700373,BOARD OF EDUCATION BUILDI,60 12TH STREET, ,BROOKLYN,Kings,,,,
9010356,VLADECK I -NYCHA,60 GOUVERNEUR STREET,,MANHATTAN,New York,,,,
1405808,APT BLDG,600 WEST 218TH STREET,,MANHATTEN,New York,,,,
709984,MOBIL #16673,6000 SHORE PARKWY, ,BROOKLYN,Kings,,,,
800015,AAMCO AUTO REPAIR SHOP,60-01 / 60-07 NORTHERN BLVD,,WOODSIDE,Queens,,,,
800015,AAMCO AUTO REPAIR SHOP,60-01 / 60-07 NORTHERN BLVD,,WOODSIDE,Queens,,,,
9702975,WEST 49TH ST SUBSTATION,601 W 49TH ST,,MANHATTAN,New York,,,,
1406414,ART GALLERY,601 WASHINGTON ST,,MANHATTAN,New York,,,,
1801233,COMMERCIAL,601 WEST 49TH ST,,MANHATTAN,New York,,,,
1506264,SUB STATION,601 WEST 49TH STREET,,NEW YORK,New York,,,,
9709638,BROOKLYN NORTH 05 DOS -DDC,606 MILFORD STREET,,BROOKLYN,Kings,,,,
9709638,BROOKLYN NORTH 05 DOS -DDC,606 MILFORD STREET,,BROOKLYN,Kings,,,,
1800170,ON SITE,608 WEST 40TH ST,,MANHATTAN,New York,,,,
107863,BP AMOCO STATION #2107,60-90 ELIOT AVE,60090 ELIOT AVE,MASPETH,Queens,,,,
107863,BP AMOCO STATION #2107,60-90 ELIOT AVE,60090 ELIOT AVE,MASPETH,Queens,,,,
1704901,HIGH RISE BUILDING,61 BEAVER ST,,MANHATTEN,New York,,,,
1706536,TTF,61 EAST 11TH STREET,,MANHATTAN,New York,,,,
1311717,EXCAVATION,61 POST AVE,,MANHATTAN,New York,,,,
101986,FORMER HESS STATION 32273,610 NEREID AVENUE,SPEEDWAY #7599,BRONX,Bronx,,,,
9102328,UNITY PLAZA -NYCHA,611 BLAKE AVENUE,,BROOKLYN,Kings,,,,
502580,SAVVY LUBE,61-19 FRESHMEADOW LANE, ,QUEENS,Queens,,,,
330030,GASETERIA OIL CORP,61-20 FRESH MEADOW LANE,,FRESH MEADOWS,Queens,,,,
1406202,SOIL,613 BUSHWICK AVE,,BROOKLYN,Kings,,,,
1702811,PARKING LOT - C231107,613 WEST 29 ST,,NEW YORK,New York,,,,
506154,COLUMBIA UNIVERSITY,615 WEST 131ST STREET LLC, ,NEW YORK CITY,New York,,,,
1800386,COMMERCIAL SITE,615 WEST 183RD ST,,NEW YORK,New York,,,,
512066,KOO-KOO'S RESTAURANT,6159 BROADWAY, ,RIVERDALE,Bronx,,,,
1803372,DRY HARBOR /ALLIANCE GLOBAL,61-60 woodhaven blvd,,regal park,Queens,,,,
9009444,EXXONMOBIL S/S,6161 BROADWAY,,BRONX,Bronx,,,,
1609438,COMMERCIAL,617 11TH AVE,,MANHATTAN,New York,,,,
9713569,BREUKELEN HOUSES -NYCHA,618 EAST 108TH ST,,BROOKLYN,Kings,,,,
9713569,BREUKELEN HOUSES -NYCHA,618 EAST 108TH ST,,BROOKLYN,Kings,,,,
9302776,619 W 125TH ST,619 W 125TH ST,,MANHATTAN,New York,613 West 125th Street,M/1995/31,,
1703611,ON THE GROUND,619 WEST 140TH STREET,,MANHATTAN,New York,,,,
1000886,PHIPPS HOUSES,620 WEST 170TH ST,,NEW YORK,New York,,,,
1001369,FORMER MOBIL STATION/FUTURE STRIP MALL,6202 AVENUE U,,BROOKLYN,Kings,,,,
711815,ROYAL CHARTER PROPERTIES,621 WEST 169TH STREET,,MANHATTAN,New York,,,,
7141,456 11TH AVE,456 11TH AVE,,NEW YORK,New York,,,,
1707189,MIXED USE SITE,625 DRIGGS AVE,,BROOKLYN,Kings,,,,
1501331,PRESTIGE MANAGEMENT,626 RIVERSIDE DR,,NEW YORK,New York,,,,
9211217,COMMAND BUS CO.,626 WORTMAN AVENUE,,BROOKLYN,Kings,,,,
311539,TAYLOR WYTHE HOUSES -NYCHA,626 WYTHE PLACE,,BROOKLYN,Kings,,,,
308756,VERIZON MANHOLE NO. 169,629 EAST 14TH ST,,MANHATTAN,New York,,,,
1703063,CONCRETE,630 EAST 222 ST,,BRONX,Bronx,,,,
1604425,PURS SUB STATION,630 WEST 132 ST,,NY,New York,,,,
1704429,CON EDISON SUBSTATION SPILL,630 WEST 132 STREET,,MANHATTAN,New York,,,,
1704429,CON EDISON SUBSTATION SPILL,630 WEST 132 STREET,,MANHATTAN,New York,,,,
203037,W132NS ST PURS UNIT R4 (M52S),630 WEST 132ND STREET,,MANHATTAN,New York,,,,
9507159,PRESBYTERIAN HOSPITAL PARK GARAGE,630 WEST 160TH ST,,NEW YORK,New York,,,,
1113487,COLLEGE OF MT.ST VINCENT,6301 RIVERDALE AVENUE,6301 RIVERDALE AVENUE,RIVERDALE,Bronx,,,,
9703867,EXXONMOBIL,63-07 BROADWAY,,WOODSIDE,Queens,,,,
1200255,GASOLINE IN SUBWAY ADJACENT TO STATION,63-07 BROADWAY,,QUEENS,Queens,,,,
911833,PVT DWELLING,632 COMMON WEALTH AVE,,BRONX,Bronx,,,,
912156,PRIVATE RESIDENCE,632 EAST 236TH ST,,BRONX,Bronx,,,,
1608215,ON PROPERTY,63-25 MAIN ST,,QUEENS,Queens,,,,
9806506,APT BLDG,635 PARK AVE,,MANHATTAN,New York,,,,
1500265,SOIL,637 W 49TH ST,,MANHATTAN,New York,,,,
712462,WEST 49 ST S/S.    PUMP HOUSE # 5 LEAK,637 WEST 49 STREET.   SUBSTATION,,MANHATTAN,New York,,,,
1709259,COMMERCIAL,637 WEST 49TH ST,,MANHATTAN,New York,,,,
1803295,UNDERGROUND FEEDER M51,637 WEST 49TH ST,,MANHATTAN,New York,,,,
1500268,WEST 49TH ST SUBSTATION,637 WEST 49TH ST,,MANHATTAN,New York,,,,
1103146,CON ED FACILTY,637 WEST 49TH STREET,,MANHATTEN,New York,,,,
1707729,CON EDISON FEEDER LEAK  M 51,637 WEST 49TH STREET,,MANHATTAN,New York,,,,
1309508,CON EDISON TRANSFORMER FIRE,637 WEST 49TH STREET,,MANHATTAN,New York,,,,
9900410,WEST 49TH ST SUBSTATION,637 WEST 49TH STREET,,MANHATTAN,New York,,,,
1007163,BP GAS,640 SOUTH CONDUIT BLVD,,BROOKLYN,Kings,,,,
1410686,NYC SANITATION,640 WEST 26TH STREET,,NEW YORK,New York,,,,
200189,NYC POLICE DEPT 104TH PCT -DDC,64-02 CATALPA AVENUE,,QUEENS,Queens,,,,
702122,SHELL SERVICE STATION,6414 FORT HAMILTON PRWY, ,BROOKLYN,Kings,,,,
713834,SHELL GAS,6418 7TH AVE,,BROOKLYN,Kings,,,,
1409189,PUBLIC SCHOOL #175 - NYC SCHOOL DISTIRCT,64-35 102ND ST,,QUEENS,Queens,,,,
1709872,COMMERCIAL,644 BROADWAY,,NY,New York,,,,
1802063,COMMERCIAL LOT - PHASE II,645 WEST 30 ST,,NY,New York,,,,
1308237,OER SITE- 15CVCP067K,646 LORIMER ST,WILLIMSBURG AUTO HANDWASH/FORMER GAS STA,BROOKLYN,Kings,,,,
108922,LE AND 3 BROTHERS,6469 BROADWAY,,BRONX,Bronx,,,,
9907692,FEEDER 29231,64TH ST & 4TH AVE,,BROOKLYN,Kings,,,,
1800384,ON SITE,65 ALTER AVE,,STATEN ISLAND,Richmond,,,,
1411729,PHASE 2,65 ECKFORD ST,,BROOKLYN,Kings,,,,
9810588,BRONX WEST 02 DOS -DDC,650 CASANOVA STREET,,BRONX,Bronx,,,,
1110371,AMBER COURT OF BROOKLYN,650 EAST 104TH STREET,,BROOKLYN,Kings,,,,
906674,COMMERCIAL PROPERTY,650 POWELL ST,,BROOKLYN,Kings,,,,
1501123,RESIDENCE,650 VICTORY BLD,,STATEN ISLAND,Richmond,,,,
9508195,FORMER GASETERIA,6501 13TH AVENUE,,BROOKLYN,Kings,,,,
9610335,EAGLE GAS STATION,6501 BAY PARKWAY,,BROOKLYN,Kings,,,,
304044,651 COURT ST,651 COURT ST,,BROOKLYN,Kings,643 Court Street,K/494/1,,
8903239,BP AMOCO STATION #441,65-10 QUEENS BLVD,,WOODSIDE,Queens,,,,
8903239,BP AMOCO STATION #441,65-10 QUEENS BLVD,,WOODSIDE,Queens,,,,
1505623,BUSINESS BRINKS,652 KENT AVE,,BROOKLYN,Kings,,,,
1409275,RESIDENTS,655 E 230TH STREET,,BRONX,Bronx,,,,
104597,BP AMOCO STATION #12662,655 FLUSHING AVE,,BROOKLYN,Kings,,,,
104597,BP AMOCO STATION #12662,655 FLUSHING AVE,,BROOKLYN,Kings,,,,
104597,BP AMOCO STATION #12662,655 FLUSHING AVE,,BROOKLYN,Kings,,,,
1307746,FORMER GAS STATION,655 ST NICHOLAS AVE,,MANHATTAN,New York,,,,
1707692,BASEMENT,656 EAST 39TH STREET,,BROOKLYN,Kings,,,,
1501143,BUILDING C,65-67 PARK TERRACE EAST,,MANHATTAN,New York,,,,
12831,MANHOLE 447,6585 BROADWAY,,BRONX,Bronx,,,,
1409677,PUBLIC SCHOOL 24,660 WEST 236TH ST,,BRONX,Bronx,,,,
1409586,UNKNOWN RESIDENCE,665 BURKE AVE,,BRONX,Bronx,,,,
1711345,NYC TRANSIT BUS STATION,666 W133RD ST,,MANHATTAN,New York,,,,
105323,MANHATTAN DEPOT - VAULT -NYCT,666 WEST 133RD STREET,,MANHATTAN,New York,,,,
9506400,MANHATTANVILLE DEPOT -NYCT,666 WEST 133RD STREET,,MANHATTAN,New York,,,,
1008333,NYCT FRESH POND DEPOT,66-99 FRESH POND RD,,RIDGEWOOD,Kings,,,,
701867,LINDSAY PARK HOUSING CORP,67 MANHATTAN AVENUE,,BROOKLYN,Kings,,,,
5496,OWL'S HEAD WPCP DEP -DDC,6700 SHORE ROAD, ,BROOKLYN,Kings,,,,
9905489,OWL'S HEAD WPCP DEP -DDC,6700 SHORE ROAD, ,BROOKLYN,Kings,,,,
508722,OWLS HEAD PLANT,6700 SHORE ROAD, ,BROOKLYN,Kings,,,,
807725,LOT # 61,673 WEST 125TH ST,,MANHATTAN,New York,,,,
9604417,CFI STATION - EXXONMOBIL,6743 FOURTH AVE,,BROOKLYN,Kings,,,,
5364,FORMER BP AMOCO STATION #147,67-69 WOODHAVEN BLVD,,REGO PARK,Queens,,,,
5364,FORMER BP AMOCO STATION #147,67-69 WOODHAVEN BLVD,,REGO PARK,Queens,,,,
1151,GASETERIA,6778 HYLAN BLVD,,STATEN ISLAND,Richmond,,,,
9318,BP AMOCO STATION #648,677-87 KENT AVE,,BROOKLYN,Kings,,,,
9318,BP AMOCO STATION #648,677-87 KENT AVE,,BROOKLYN,Kings,,,,
9318,BP AMOCO STATION #648,677-87 KENT AVE,,BROOKLYN,Kings,,,,
9318,BP AMOCO STATION #648,677-87 KENT AVE,,BROOKLYN,Kings,,,,
1802513,CON ED OAKWOOD BEACH DEP,680 CEDAR GROVE AVE,,STATEN ISLAND,Queens,,,,
1802513,CON ED OAKWOOD BEACH DEP,680 CEDAR GROVE AVE,,STATEN ISLAND,Queens,,,,
1202626,DSNY,680 E 132NDSTREET,,BRONX,Bronx,,,,
9007122,MOBIL S/S #17-HH7,68-09 QUEENS BLVD,,WOODSIDE,Queens,,,,
9007122,MOBIL S/S #17-HH7,68-09 QUEENS BLVD,,WOODSIDE,Queens,,,,
1701031,VACANT BUILDING,682 9TH AVE,,MANHATTAN,New York,,,,
1608001,FORMER EXXON STATION,68-29 WOODHAVEN BLVD,AKA 68-49 WOODHAVEN BLVD,REGO PARK,Queens,,,,
1608001,FORMER EXXON STATION,68-29 WOODHAVEN BLVD,AKA 68-49 WOODHAVEN BLVD,REGO PARK,Queens,,,,
1803025,VAULTED TANK,684 BROADWAY,,MANHATTAN,New York,,,,
1111054,APT BUILDING,685 ST MARKS AVE,,brooklyn,Kings,,,,
1304740,BP WENDY'S PARKING LOT,69-02 NORTHERN BLVD,,JACKSON HEIGHTS,Queens,,,,
9304343,BRANDED EXXON STATION,69-02 QUEENS BOULEVARD,,WOODSIDE,Queens,,,,
9304343,BRANDED EXXON STATION,69-02 QUEENS BOULEVARD,,WOODSIDE,Queens,,,,
9709877,LINDEN/BLVD HOUSES -NYCHA,696 STANLEY AVENUE,,BROOKLYN,Kings,,,,
1701606,MANHOLE#46253,6TH AVE AND THOMPSON ST,,MANHATTAN,New York,,,,
1800645,SOIL,7 GREAT JONES STREET,,MANHATTAN,New York,,,,
1506367,UHAUL STATEN ISLAND,7 NORTH ST,,STATEN ISLAND,Richmond,,,,
400773,SMITH HOUSES -NYCHA,7 ST JAMES PL,,MANHATTAN,New York,,,,
1711332,APT BUILDING,70 MARBLE HILL AVE,,BRONX,Bronx,,,,
9930010,CARBOYS AUTO SALVAGE,70 UNION AVE,,BROOKLYN,Kings,,,,
103148,MARTIN MOTORS,700 11TH AVE,,MANHATTAN,New York,,,,
1710168,SUB STATION,700 11TH AVE,,MANHATTAN,New York,,,,
2577,E 16TH ST PUMPING PLANT 1,700 E 16TH ST,,NEW YORK,New York,,,,
1214956,GAS STATION (UNKNOWN NAME),700 E 241ST ST,,BRONX,Bronx,,,,
1608174,PUMP HOUSE,700 EAST 16 ST,,NEW YORK,New York,,,,
1013031,EAST 16 ST SUB STATION,700 EAST 16TH ST,,MANHATTAN,New York,,,,
1105554,PUBLIC UTILITY REG STATION,700 EAST 16TH ST,,MANHATTAN,New York,,,,
9605486,16TH ST WORK LOCATION,700 EAST 16TH STREET,,MANHATTAN,New York,729 East 16th Street,M/990/1,,
9605289,EAST 16TH ST SERVICE CENTER,700 EAST 16TH STREET,,MANHATTAN,New York,,,,
313000,GULF/R&K GAS CORPORATION,700 POST AVE,,STATEN ISLAND,Richmond,,,,
313000,GULF/R&K GAS CORPORATION,700 POST AVE,,STATEN ISLAND,Richmond,,,,
313000,GULF/R&K GAS CORPORATION,700 POST AVE,,STATEN ISLAND,Richmond,,,,
1702873,FAILED TANK TEST,700 ROCKLAND AVE,,STATEN ISLAND,Richmond,,,,
1009373,PS 200 SCHOOL TTF,70-10 164TH ST,SCHOOL,QUEENS,Queens,,,,
1802478,RESIDENTIAL,702 GRAND CONCORDE,,BRONX,Bronx,,,,
1800156,SOIL,70-21 73RD PLACE,,GLEN DALE,Queens,,,,
1502996,NEAR OIL TANKS,70-35 113TH STREET,,QUEENS,Queens,,,,
1309952,TTF,70-35 150TH ST,,QUEENS,Queens,,,,
905165,OLD GAS STATION,70-44 KISSENA BLVD,,QUEENS,Queens,,,,
1801775,PARK TERRACE GARDEN,70-72 PARK TERRACE WEST,,NEW YORK,New York,,,,
9710757,BP AMOCO STATION #60127,708 RICHMOND ROAD,,STATEN ISLAND,Richmond,,,,
9710757,BP AMOCO STATION #60127,708 RICHMOND ROAD,,STATEN ISLAND,Richmond,,,,
1511665,CHURCH SCHOOL,71 ARDEN ST,,NEW YORK,New York,,,,
1801164,HARVEY RESIDENCE,71 CARLTON AVE,,BROOKLYN,Kings,,,,
8802642,71 ST / FDR DRIVE,71 ST / FDR DRIVE,,NYC,New York,,,,
1205110,APARTMENT BLDG - TTF,7101 BAY PARKWAY,,BROOKLYN,Kings,,,,
911569,NYU RESIDENCE BUILDING,7-13 WASHINGTON SQUARE NORTH,,MANHATTAN,New York,,,,
104575,"NYCSCA - SCHOOL PROPERTY, PS 80",715 OCEAN TERRACE,,STATEN ISLAND,Richmond,,,,
1509379,GENERATION STATION 7-18,7-18 37TH AVE,,QUEENS,Queens,,,,
511883,VAULT 0168,72 W 44 ST,,MANHATTAN,New York,,,,
9614812,ENGINE CO. 071/LADD. CO. 55 FDNY -DDC,720 MELROSE AVENUE,,BRONX,Bronx,,,,
9614812,ENGINE CO. 071/LADD. CO. 55 FDNY -DDC,720 MELROSE AVENUE,,BRONX,Bronx,,,,
1705167,GAS STATION,72-09 MAIN STREET,,FLUSHING,Queens,,,,
513829,GASETERIA,72-10 BEACH CHANNEL DRIVE, ,QUEENS,Queens,,,,
9002896,HESS TERMINAL,722 COURT STREET,,BROOKLYN,Kings,,,,
1703644,IN THE SOIL - OER,722 METROPOLITAN AVE,,BROOKLYN,Kings,,,,
202691,EAST 13TH ST SUBSTATION CP #8,723 E 13TH ST, ,MANHATTAN,New York,,,,
1802591,FEEDERS #37374 - E13TH ST SUBSTATION,723 E13TH ST,,MANHATTAN,New York,,,,
802718,EAST 13 ST S/S.  DIELECT FLUID IN TEST PIT,723 EAST 13 STREET.    SUBSTATION,,MANHATTAN,New York,,,,
710763,E 13 ST  S/S.  TEN GAL IN MH INSIDE S/S.,723 EAST 13 STREET.   SUBSTATION,,MANHATTAN,New York,,,,
500159,EAST 13 ST S/S  -  PUMP HOUSE # 3,723 EAST 13 STREET.  SUBSTATION,,MANHATTAN,New York,,,,
609184,EAST 13 ST S/S CIRCULATION PLANT # 4.,723 EAST 13 STREET.  SUBSTATION,,MANHATTAN,New York,,,,
701635,EAST 13 ST S/S.  PUMP HOUSE # 6,723 EAST 13 STREET.  SUBSTATION,,MANHATTAN,New York,,,,
1707663,COMMERCIAL,723 EAST 13TH ST,,MANHATTAN,New York,,,,
9808203,E 13TH ST SUBSTATION PH #2,723 EAST 13TH ST,,MANHATTAN,New York,,,,
9608632,EAST 13TH ST SUB STATION,723 EAST 13TH ST,,NEW YORK CITY,New York,,,,
1102918,EAST 13TH ST SUBSTATION,723 EAST 13TH ST,,NEW YORK,New York,,,,
1404942,EAST 13TH ST SUBSTATION,723 EAST 13TH ST,,MANHATTAN,New York,,,,
1502767,EAST 13TH ST SUBSTATION,723 EAST 13TH ST,,NEW YORK,New York,,,,
1603177,EAST 13TH SUB STATION,723 EAST 13TH ST,,NEW YORK,New York,,,,
1703876,FEEDER 38M23,723 EAST 13TH ST,,MANHATTAN,New York,,,,
110399,TRANSFORMER #10,723 EAST 13TH ST SUB STATION,,MANHATTAN,New York,,,,
9410088,E 13TH ST SUBSTATION,723 EAST 13TH STREET,,MANHATTAN,New York,,,,
5410,E. 13TH ST SUBSTATION TR #14,723 EAST 13TH STREET,,MANHATTAN,New York,,,,
9901112,EAST 13TH ST SUBSTATION PH # 4,723 EAST 13TH STREET,,MANHATTAN,New York,,,,
9814559,EAST 13TH STREET SUBSTATI,723 EAST 13TH STREET,,MANHATTAN,New York,,,,
1509322,EAST 13TH STREET SUBSTATION,723 EAST 13TH STREET,,MANHATTAN,New York,,,,
1605163,EAST 13TH SUBSTATION,723 EAST 13TH STREET,,MANHATTAN,New York,,,,
1209313,SUBSTATION EAST 13TH ST,723 EAST 13TH STREET,,MANHATTAN,New York,,,,
906689,75TH STREET SUB STATION,525 EAST 75TH STREET,,NEW YORK,New York,,,,
1702780,PHASE II- AUTO REPAIR SHOP,726 11TH AVE,,MANHATTAN,New York,,,,
1803223,POLE # 9977  IN FRONT  OF,73 MONROE AVE,,STATEN ISLAND,Richmond,,,,
9614852,APARTMENT BUILDING,73 NORTH 8TH STREET,,BROOKLYN,Kings,,,,
412089,MOBIL #17-KVP,730 EAST FORDHAM ROAD,,BRONX,Bronx,,,,
412089,MOBIL #17-KVP,730 EAST FORDHAM ROAD,,BRONX,Bronx,,,,
408050,FRANK MURPHY TRUCKING,730 RICHMOND TERRACE, ,STATEN ISLAND,Richmond,,,,
1301804,SCHOOL TTF,7301 FORT HAMILTON PARKWAY,,BROOKLYN,Kings,,,,
9806771,WOLF AMOCO STATION,73-10 NEW UTRECHT AVE,,BROOKLYN,Kings,,,,
9806771,WOLF AMOCO STATION,73-10 NEW UTRECHT AVE,,BROOKLYN,Kings,,,,
9815042,GAS STATION -GKR SERVICE STATION/GULF -MTBE,73-38 COOPER AVENUE,,GLENDALE,Queens,,,,
9815042,GAS STATION -GKR SERVICE STATION/GULF -MTBE,73-38 COOPER AVENUE,,GLENDALE,Queens,,,,
9815042,GAS STATION -GKR SERVICE STATION/GULF -MTBE,73-38 COOPER AVENUE,,GLENDALE,Queens,,,,
1301803,SCHOOL TTF,735 WEST END AVE,,NEW YORK,New York,,,,
9104888,73RD ST & FDR DR,73RD ST / FDR DR,,MANHATTAN,New York,,,,
1213721,74 WALLABOT ST LC,74 WALLABOUT ST,,BROOKLYN,Kings,755 Kent Avenue,K/2261/7501,,
8703559,EXXONMOBIL,740 5TH AVENUE,,BROOKLYN,Kings,,,,
104604,AMOCO SERVICE STATION -MTBE,74-01 ELIOT AVENUE,,MIDDLE VILLAGE,Queens,,,,
104604,AMOCO SERVICE STATION -MTBE,74-01 ELIOT AVENUE,,MIDDLE VILLAGE,Queens,,,,
104604,AMOCO SERVICE STATION -MTBE,74-01 ELIOT AVENUE,,MIDDLE VILLAGE,Queens,,,,
1802195,STREET - DRUM RUN,741 HINSDALE ST,,BROOKLYN,Kings,,,,
9212087,BP AMOCO STATION #4064,74-21 QUEENS BLVD,,ELMHURST,Queens,,,,
9212087,BP AMOCO STATION #4064,74-21 QUEENS BLVD,,ELMHURST,Queens,,,,
902463,CATHOLIC GUARDIAN SOCIETY,743 EAST 243RD ST,,BRONX,Bronx,,,,
1400370,NYSDEC BCP SITE,744-760 BEDFORD AVE,COMMERCIAL PROPERTY,BROOKLYN,Kings,,,,
607128,CITY GAS & EMPIRE LUBE,745 PORT RICHMOND AVENUE,,STATEN ISLAND,Richmond,,,,
912015,DUGLAS RAKAL RESIDENCE - TTF,748 EAST 230 ST,,BRONX,Bronx,,,,
1309990,CON ED,74TH GEN STATION / 506 EAST 75TH,,NEW YORK,New York,,,,
